src_word	trg_word	src_ctx
effect	impression	There are certain types of action which give our countries and our electorate the impression that, in actual fact, the European Parliament spends its time fooling around and doing no work. The effect of these actions is therefore damaging, whatever the motive behind them.
effect	mettre en application	To complete this legal framework, a key element of this renewed social agenda is a proposed directive to combat discrimination based on religion or belief, disability, age or sexual orientation and to put into effect the principle of equal treatment, outside the field of employment.
effect	résultat	Developments in this component are affected by the timing of payments, as well as the lifting of the wage freeze and the effect of new initiatives announced in recent budgets.
empty	vide	The difference between the static loaded and the static empty weight of a reference car is the net known test load.
escape	secours	Transport Canada is working to develop standards for escape, evacuation and rescue in the marine environment in collaboration with the National Research Council’s Institute for Ocean Technology and Memorial University in Newfoundland and Labrador.
escape	échapper	After 1881, Ashkenazic Jews from many European countries, including Austria-Hungary, Romania and Russia came to Canada to escape varying degrees of persecution.
escape	évader	You can have an escape riding bicycle or walking as you like it to the town of Noirmoutier en l'île with its historical centre, its Jacobsen pier (former towpath), the marsh of Müllenbourg and its nature reserve (bring your binoculars !!!!
escape	évasion	With regard to the questions on cases of abuse of office and disciplinary sanctions, he said that the main offences with which police officers had been charged had been homicide, first-degree robbery, aiding and abetting the escape of prisoners, petty theft, smuggling, physical and sexual violence, and misconduct.
escort	escorte	"The R.C.N. instituted local convoys and drew on its meagre resources to form a small St. Lawrence Escort Force of ""Bangors"", armed yachts and motor launches."
essential	essentiel	It is essential that this meeting take place and it is vital for any national strategy to tackle the tough issues relate to treatment.
essential	fondamental	The role played by natural resources in post-conflict environments is also essential.
essential	vital	Therefore, it is essential that this process continues and I welcome the reiteration of the firm commitment to the Western Balkan countries in the report.
evidence	attester	Licensor undertakes to execute any and all documents which may be necessary to evidence Licensee's aforementioned right and license.
evidence	déposition	Footnotes 1 Remember, however, that a Prosecutor must not answer a complainant’s questions so as to reveal the nature of another witness’s expected evidence, or to defeat an order of the court excluding witnesses during the court martial.
evidence	preuve	Under section 125 of the Competition Act, the Bureau is authorized to make representations and call evidence before any federal board in respect of competition, whenever such representations are relevant to the federal board and to the factors that the board is entitled to take into consideration in determining the matter.
evidence	signe	Small area of occupancy; all localities but one are in one system, the Red Assiniboine drainage, and a major event could extirpate the population; no evidence for recruitment (few small individuals), numerous threats including degrading water quality from agriculture, domestic waste, commercial and industrial activities.
evidence	évidence	Allow me to note here some examples that evidence these facts, lest one think they are the product of a vivid imagination.
evil	malin	They ask him to feed us, to forgive us, to sustain us in temptations, and to free us from the Evil One.
evil	mauvais	For example, it had been known that although most people are likely to seek modern care for most forms of fever and malaria, they also generally associate late-stage, life-threatening malarial fever with convulsions -- known as degedege -- with evil spirits and changes in weather rather than with malaria.
except	excepté	Intergovernmental cooperation (except Information Society) - MC-S-MD and MC-S-PSM Eugen Cibotaru Administrator Franziska Klopfer Administrator Victoria Lee Assistant
except	hors	Further, it should include a statement that the domestic employee's presence in the mission member's residence will not be required except during working hours.
except	sauf	"A suggestion by the International Bureau that the words ""Except where otherwise prescribed in the Regulations"" be added to the beginning of paragraph (1) to provide authority for the new provision suggested under Rule 15 was also adopted."
except	si ce n'est	There has been a general acceptance of evictions to date, with no associated security incidents except for some threats against an HPD official.
except	à l'exception	These include the observance of the principle of the non-use of force in international relations, except as provided for in the Charter.
except	à moins que	(1) Subsection 201.01(1) of the Regulations is replaced by the following: 201.01 (1) Except for an aircraft that is operated pursuant to an authorization issued under subsection 202.14(1), no person shall operate an aircraft in flight unless there is an aircraft identification plate attached to the aircraft in accordance with this Subpart.
