src	trg	src_ctx
Because i remember jaime, poor thing, god bless [pr] soul, when [pr] ran out of whisky [pr] went nuts, banging on the walls.	Porque, yo me acuerdo... y pobrecito jaime, que en gloria esté. señora: cuando le faltaba el whisky...	We had a little cat, and the things he did to the poor animal... - let me ask you a question. - do you know my neighbor from upstairs, apartment 6b?
It's a month since the death of lauren parris, and as time passes so the pressure mounts on the police to find [pr] killer,	Hace un mes que la nación llora la muerte de lauren parris. a medida que pasa el tiempo se acrecienta la presión para que la policía encuentre al asesino.	The pain felt will not go away while her killer remains at large, - detectives say that they've had a good response to the reconstruction but are still lacking the vital information to make a breakthrough, - sorry i'm late.
In the end, phil emerson decided to drive [pr] down to the hospital and i stayed behind here with the other kids.	Al final, phil emerson decidió llevarlo al hospital y yo me quedé aquí con los otros niños.	But he was still alive when they left? - he was very sick, mrs grant. - and no-one else has recovered.
Like you put jessie's head to the hole in the door?	Como pusiste a jessie en el agujero de la puerta...	Three nails in her head buddy, yeah, three nails in her head. - oh yeah, that's funny. what's next? - you wanna put my hand in the little hole?
I remember in spain, carey did everything for me.	Recuerdo que en españa, carey hacía todo por mí.	When i didn't know something, she told me. - "you forgot everything but you're going to remember it now and, you know, this was mom at the place we're living in with... - oh, this was chantelle.
Sorry that i didn't get a chance to review your case with dr. reilly before the consult.	Siento que no tuviera la oportunidad de revisar tu caso con el dr. reilly antes de la consulta.	He has been so amazing. - he's really made me believe that having a child is possible, despite what the other doctors said. - nina's been chasing that miracle since her mother died last year.
I didn't know that [pr] was there until [pr] bought that harley.	Yo no sabía que él estaba allí hasta que compró esa harley.	And it was the purr of the harley that got me. - yeah, i was there for six months before that with an old english bike-- never saw her never heard anything. - so you guys out there, get a harley.
Oh, my god, little robbie greenberg's missing hamster.	Oh, mi dios, poco a robbie hamster falta de greenberg.	Yes, i read that flyer. - he was offering a ten-dollar reward. - well, the most we can claim at this point is about $6.50.
It's just... i-i remembered the name peyton and that he'd been kidnapped, and i thought [pr] said [pr] husband's name was patrick.	Sólo, recuerdo el nombre de peyton y que él había sido secuestrado, y creo que ella dijo que el nombre de su esposa era...	Our son wasn't kidnapped. - he... he was murdered in our house. - again, i'm sorry.
- and there was riley, cash in hand.	Y riley se aprovechó de la situación.	Didn't make any difference in the end. - she never made it. - - icu connectors.
Your wife left you during that period, didn't she, all because of stevie?	Su mujer le dejó durante ese tiempo. ¿no es cierto, todo por culpa de stevie?	How did you feel, seeing him after all this time? - look, the guy's changed. - he's dry now, doesn't touch a drop.
The d.a. is that peyton fellow they tell me you just beat.	El fiscal es ese sujeto peyton que me dijeron que usted ganó.	Well, i need you to beat him for me. - $26 in that. - it's all i got.
Like the peyton manning football i gave [pr] that wasn't really signed by peyton manning, [pr] just doesn't need to know.	Como la pelota de fútbol firmada por peyton manning que le dí que no estaba firmada por peyton manning, simplemente no necesitaba saber.	For someone with such big feet, she sure is quiet. - what are you doing in my yard? - oh, i, uh, was, uh, walking at night, you know, like i always do.
Was robbie the one your father was threatening?	¿era a robbie a quién amenazaba tú padre?	Your mom and dad issued a full description of robbie when he went missing. - this scar was one of the distinguishing marks. - if he was the occupant of that little room under the floor, he'd have more than enough reason for payback...
So you had no choice but to get rid of robbie.	Así que no tuvo opción más que deshacerse de robbie.	And being a good nurse, you knew his trigger. - i want you to talk about this in group today. - - b-but i thought that we...
- pardon me. has mr. nicholas arden arrived yet?	- ¿ya llegó el sr. nicholas arden?	- oh, we're expecting him shortly. - - would you like to leave a message? - - oh, no, thank you. i'd rather surp
Yes, let [pr] go, riley.	Suéltale, riley.	Don't mind him. - he just thinks he has to behave like a policeman. - i don't think he understands boys.
Huh! mavis arden isn't such a bad sort.	- mavis arden no es tan mala.	If she's a little hard-boiled, well, she's had to be hard-boiled to get where she is. - she kept on going up until suddenly she found herself... a pampered, glamorous celebrity with the whole world at her feet. - it's a wonder she's kept her head as well as she has.
A guy drugged peyton's drink at a party.	Un chico drogo a peyton en la bebida en una fiesta.	Brooke called me for help. - i took her home, waited until she felt better. truth. - as excuses go, that's pretty solid. - is she okay?
It means that the girl you love finally gave you a sign that [pr] likes you back, and there's not a damn thing either of you can do about it without destroying not only blair's marriage but [pr] family's entire financial future.	Significa que la chica que quieres por fin te ha dado una señal de que tú también le gustas, y no hay ni una maldita cosa que cualquiera de los dos pueda hacer sin destruir no solo el matrimonio de blair, sino todo el futuro financiero de su familia.	Her family? - i don't understand. - she didn't tell you about her prenup?
Wouldn't want to be in riley's shoes right now, and not just 'cause they're knock-offs.	No me gustaría estar en la piel de riley ahora mismo, y no sólo porque están acabados.	Will you two drama queens hush up? - georgia's not gonna fire anyone over something like that. - please -- she fired vicki evans for showing up late all the time.
I know you'd prefer to dance with alva, but today is my birthday.	Sé que prefiere bailar con alva, pero hoy es mi cumpleaños.	- what about mr...? - - i can only please one at a time! - you can take mr what's-his-name upstairs and settle him in.
