src	trg	src_ctx
They'll move [pr] to the state facility tomorrow, which is excessive and interferes with my ability to mount a defense, and I'll keep after judge Reilly until [pr] agrees to bail.	Ils vont la transférer dans une prison d'état dès demain, ce qui est excessif et m'empêche de monter ma défense et je m'occuperai du juge Reilly jusqu'à ce qu'elle accepte la caution.	Meanwhile, she stays in a cell? - Yeah. - Oh, I should have warned Beckett about you.	 
Elaine Lieberman will only be at Elizabeth Arden's until 3.30.	Elaine Lieberman est chez Elizabeth Arden jusqu'à 15 h 30.	So if you could pass on those messages, we'd both appreciate it. - Your mom will kill me if I don't have you guys in the lobby by 3.15 on the dot. - - She won't kill you. She's not like that really.	 
Captain Sutton explained it to us after the time Travis threw your desk chair out the window.	Cap Sutton nous l'a expliqué après que Travis t'a jeté la chaise de ton bureau par la fenêtre .	Did he say who was who? - Okay. Uh, we dug these out of the house where Jim and Maria Bergen were hiding. - Let me wash my hands first.	 
Now Lucas is in Peyton's room because Brooke's not coming. But, of course, we can't put a girl in with Lucas, especially Peyton.	Brooke étant absente, Lucas est dans la chambre de Peyton, mais on va pas le faire dormir avec une fille, surtout avec Peyton.	So Lucas goes there, Peyton goes in with you. - Chelsea's staying with Ashley because I'm really sick. - Long story short, Peyton's in with you, Lucas is alone in her room.	 
Blair often came here with artifacts to authenticate or discover provenance...	Blair venait souvent avec des objets anciens pour les authentifier ou découvrir leur provenance...	That sort of thing. - What was it that she had found? - A dagger from 44 B. C.	 
Did you get Sutton out of the store yet?	Avez-vous fait sortir Sutton ?	I'm waiting till dark. - When Rogers is rubbed out, there'll be cops. - Get him out fast.	 
The thing is He's led such a different life from Kris.	Le truc c'est qu'il a mené une vie si différente de celle de Kris.	And on top of that, when he told us about this letter he received, this threat... - Well, we're concerned that Kris... - You're concerned that she may be in danger.	 
Because Haley's there and Peyton's there, and I'm gonna avoid seeing them until the last possible second.	Haley et Peyton y sont, et je vais tout faire pour les éviter jusqu'à la dernière seconde.	All right, well, I need to go make my rounds. - I've got a lot of apologizing to do today. - Yeah. I'll tell her you came by.	 
In fact, Jessie was the first person who'd ever let me jump [pr] with a tiny motorcycle.	En fait, Jessie fut la première personne qui me laissa la sauter avec une mini-moto.	She even got along with Randy who finally found someone who enjoyed "Mad Libs" as much as he did. - OK, read it back. - Once upon a time, there was a butt princess who lived in a beautiful butt castle.	 
Sam Reilly was the lead on this case for 30 years.	Sam Reilly dirige cette affaire depuis 30 ans.	He was okay with nine years? - He doesn't know. - Part of the deal.	 
Because we don't know yet whether Lauren Parris was killed before or after your crash.	Peut-être, mais nous ignorons encore si Lauren Parris a été tuée avant ou après votre accident.	She went missing two days before you went into your coma. - A detail which you were rather economical with, and, as I'm sure you know, her body was so badly... - - Stop.	 
Um, [pr] seemed happy to be home, happy to be back with me again, happy to be with our boy Robbie.	Il semblait content d'être rentré, de m'avoir retrouvée et d'avoir retrouvé notre fils, Robbie.	So, uh... - So all things considered, he was happy? - He had good days and bad days.	 
Why don't we just, uh, focus on Robbie?	Concentrons-nous sur Robbie.	Yes, let's do that. - Let's focus on Robbie. - As you know, Robbie's shining moment was when he set a school record for cursing in an eighth-grade English class.	 
You know, Riley had those insane long lashes.	Riley avait de longs cils.	She never had to wear mascara. - That bitch. - I know.	 
Jessie's got hfmseff a gin' and I want to make [pr] mme	Jessie a une copine Et je la veux pour moi	And she's watching him with those eyes - And she's lovin' him with that body I just know it - And he's holding her in his arms Late, late at night	 
Then tell us why Elisha lets Viviane go out, and go on vacation alone?	Alors racontez-nous pourquoi Elisha laisse Viviane partir en vacances seule.	Look, sir, - Elisha doesn't like those things. - And he doesn't want to say no, so he lets her.	 
Lennie's flipping out, but George is telling [pr] about the rabbits.	Lennie pète les plombs, mais George lui parle de lapins.	He says they're going to live on a farm and raise the rabbits. - Lennie's hugging him. - Aw. Curley and the boys are getting closer.	 
I'm sorry Riley, but I think it's best if you keep your next appointment.	Riley, je pense que vous feriez mieux de partir.	His new book belongs to me, and I've got him under contract. - All right. That'll be enough for now. - Well, I'll tell you one thing.	 
I'm sure Jaime mentioned it, but [pr] invited the entire neighborhood over for a barbecue this Saturday.	Je suis sûre que Jaime vous l'a dit, mais il a invité tout le quartier pour un barbecue samedi.	He didn't say anything. - Don't bother asking. - Ted doesn't do barbecues.	 
Dan Humphrey is the one who sent you that video of Chuck and Blair at Blair's wedding.	Dan Humphrey est celui qui t'a envoyé cette vidéo de Blair et Chuck au mariage de Blair.	And with that to hold over his head, you could get Dan to do almost everything. - Philip, it's cute when you pay attention. - But if I'm going to load up Dan like a hirsute hand grenade,	 
I think I know why Stevie didn't show.	Je sais pourquoi Stevie s'est pas montré.	I think he set us up. - The minute we make bail, he's dead. - Him and his brother, Alvin.	 
Now, this is the last known drawing by Emerson Blackwood, made shortly before [pr] disappearance and the loss of [pr] child.	Voici le dernier dessin connu d'Emerson Blackwood. Réalisé peu avant sa disparition et juste après la perte de son fils.	His child? - Blackwoodls only son vanished, lost. - Not long after, Blackwood himself disappeared without a trace.	 
I hear the Carlin sibs have a party going on.	- Tu veux rentrer à l'hôtel? J'ai entendu dire que les Carlin faisaient une super fête.	Ok, I'm in for the whole night, baby. - So Mad, you just wanna stay here? I'm gonna go tell Spencer and Clay were leaving. - Then we'll... head to the hotel and solve this whole mystery of what a guy really wears under his kilt?	 
Santana offered to wipe it from the system.	Santana a proposé de l'effacer du systeme.	He was Oliver's T.O. before, uh, your dad. - I know that. - Oliver asked me whether or not he should accept.	 
Mom, I did dance on Bandstand today, even though Dad told me not to. But I got to dance with Jimmy Riley. And, Michael, he's the associate producer of the show.	Maman, j'ai dansé à Bandstand aujourd'hui même si Papa m'avait dit non, mais j'ai dansé avec Jimmy Riley, et Michael le producteur du spectacle,	He wants us to come back and dance again, to be regulars. - You have to convince Dad to let me do this. - You talk to him yourself.	 
You're a major hub. I mean, there's one other girl, Mary O'Reilly who dated this lesbian porn star.	Une autre fille, Mary O'Reilly, est sortie avec cette star de porno lesbienne.	Yeah? - She has a crazier matrix than you. - Oh, there's a, um - there's a dotted line -	 
Signore Balzoni was thrown from [pr] horse during a polo match in Milan and ever since he's believed [pr] to be an Arabian stallion.	M. Balzoni a été renversé de son cheval durant un match de polo à Milan... et depuis, il se prend pour un étalon arabe.	He gets a tad agitated at feeding times. - Please go ahead. - You'll find most of our patients are here because they are embarrassments to their families.	 
Miss Blair, you have no moment for rest in days.	Mlle Blair, vous n'avez eu aucun moment de repos depuis des jours.	I bring you health shake with kale. - The only green that I'm concerned with right now is the shade of harem pants Lauren Bush will be donning tonight. - Quel désastre. Charlotte's lawyers say she has a conflict with another endorsement.	 
Jessie left [pr] French book. I thought maybe she'd, uh, need it.	Jessie a oublié son livre de français.	- Yeah, she probably does. - - Yeah, well, that's what I thought. - Well, thanks.	 
- Gidget was adopted by Fred Campbell, a retired airline pilot.	Gidget a été adopté par Fred Campbell un pilote de ligne à la retraite.	He went down in the Gulf just north of Tampa in a Cessna Cherokee. - So the dog was returned to animal services... - Um...	 
Look, Brooke, I know that you're worried about my past with Peyton, but you have to understand the circumstances this time, you know?	Écoute, Brooke, je sais que tu t'en fais pour mon passé avec Peyton, mais tu dois comprendre les circonstances cette fois, tu sais ?	God, she was bleeding, and she thought she was gonna die. - I mean, the kiss, it meant nothing. - What kiss?	 
