src	trg	src_ctx
- Artie, what are you doing?	- Artie, was tust du da?	- I'm charging her. - She'll get scared. She'll brake. - Yeah, what if she doesn't?	 
We've met forty minutes ago and all you've told me is you're from Milan and you like Coca Cola.	Vor 40 Minuten haben wir uns kennengelernt und ich weiß bisher nur, dass du aus Mailand kommst und Coca Cola magst.	It's not much, is it? - What's up with this one? - You got to wind her up to make her talk?	 
But since I frequently went to Milan back then to visit my parents - I originally come from Milan - ...I told him: "Listen, I will go to Milan in two weeks to visit my parents.	Da ich jedoch zu jener Zeit häufiger mal nach Mailand fuhr um meine Eltern zu besuchen - ich stamme ja aus Mailand - ...sagte ich zu ihm: "Hör zu, in zwei Wochen fahr ich nach Mailand, meine Eltern besuchen.	If you want, a friend of mine is a camera man - ...Piergiorgio Pozzi, by the way, was the cinematographer of Il tunnel sotto il mondo. - I could ask him. - He owns a film camera.	 
An anonymous tip led us to Tony Woodward's hideout.	Ein anonymer Tipp führte uns zu Tony Woodwards Versteck.	The place was trashed. - What happened? - He shows up at Jitters to see Iris.	 
An unknown ex-operative is at the head of it all.	Ein unbekannter Ex-Agent ist der Chef des Ganzen.	We call him "suspect zero." - You son of a bitch. - Where's Michael?	 
An anger I cannot control.	Eine Wut, die ich nicht kontrollieren kann.	I believe that she would say, - "Do not try to." - You asked me once why I married your mother.	 
A wild wolf of the woods [pr] had loved. An evil murderer [pr] shielded with [pr] own body.	Einen Werwolf hatte sie geliebt, einen elenden Mörder schützte sie mit ihrem Leib.	And as Sir Archie took another step, the pike plunged into Elsalill's heart. - All night long the skipper paced the deck of his ketch... - Who could know what possessed the skipper to be out on such a night as this.	 
Thomas Allen Emerson end up living in a shit hole like this?	Thomas Allen Emerson, am Ende in einem Scheißloch wie diesem lebt?	You got me. - How much longer are we waiting? - As long as it takes until he comes home.	 
An exhibition at the Town Hall.	Ausstellung im Rathaus."	Organized by Senlis Friends of the Arts, the exhibition includes the works of numerous local painters. - Do you think she still paints? Who? - She was his cleaner in Senlis.	 
Mrs. Rowan is s little fearful of burglars.	Mrs. Rowan hat Angst vor Einbrechern.	She has trap doors all over the place. - If you don't happen to know where they are you may make a hasty exit. - Careful.	 
Hey, I'm sorry about Jackie.	Hey, es tut mir leid wegen Jackie.	I know she was your best friend and all. - No, I actually discovered that someone else was my best friend. - But I lost him too.	 
Kris is making a list of all people Lifke fired yesterday.	Chris überprüft gerade alle Personen, die von Liefke seit gestern entlassen wurden.	Who was the last to visit? - A certain Johannes Weber, one of the beer distributors. - He left his bag behind.	 
How old is your son, Mrs. Riley?	Wie alt ist Ihr Sohn, Mrs. Riley?	Uh, let me see. - He just had a birthday. - I've got to think.	 
An illogical question, doctor, since obviously you are hearing my voice.	- Eine unlogische Frage, da Sie offensichtlich meine Stimme hören.	Well, I don't know why I was worried. - You can't kill a computer. - Spock, ask Scotty how long it'd take him to reproduce a hundred flintlocks.	 
We both know why [pr] did that, don't we, Artie?	Wir wissen beide, warum er es getan hat, nicht wahr, Artie?	Is Claudia in some kind of trouble with the secret service? - In the four years that Claudia lived here, Did she ever give you any problems? - No, not at all.	 
Since learning Merlyn was alive, the League has hunted [pr] all over the globe.	Seit wir erfuhren, dass Merlyn lebt, hat ihn die League auf der ganzen Welt gejagt.	Running down every rumor, following every whisper. - And one of those whispers put Merlyn back in Starling. - She tracked him here.	 
The witness is a maintenance man in the building where the shots were fired from. Gerald Carlin.	Der Zeuge ist ein Wartungstechniker in dem Gebäude, von wo die Schüsse kamen.	Claims he was on his lunch break when he glanced out a window and saw a figure running from the roof. - He saw his own roof from his own building? - How does that work?	 
It took Casey months to sort through the raw data.	Casey hat Monate gebraucht, um die Daten zu sortieren.	And he had an entire team. - He didn't have me. - Deadening.	 
I had Maxie Dean on the phone.	Ich sprach eben mit Maxie Dean.	CHARLES: Dad's found a way of making money while I relax, so would you scram? - Your mother will kill you when she sees you cut holes in her $300 sheets. - This is so corny.	 
I couldn't have saved Jackie, could I?	Ich hätte Jack nicht retten können.	Even though I know it's not true, I feel I could have. - But I should have told him what you were. - Here, Jack.	 
Dr. Campbell realized that [pr] discoveries in the laboratory were significant, but limited. How were these findings relevant in people?	Campbell war bewusst, dass seine Laborergebnisse zwar bahnbrechend, aber nicht unbedingt auf Menschen übertragbar waren.	How do different types of foods affect cancer and other diseases? Campbell needed a large-scale population study. - He would soon find a perfect opportunity. - So mangoes are really good. They flavor things really nicely. - Okay.	 
An overdose is not my favorite excuse for coming to Paris, but I do appreciate the effort. Hello, Karen. How you doing, Dad?	Eine Überdosis ist nicht meine Lieblings- ausrede, um nach Paris zu kommen, aber ich weiß deine Mühe zu schätzen.	And what are you doing with that French bimbo? - The next time you call her that will be the last time we speak. - You mean that, don't you?	 
Campbell says there's an aerospace gold rush.	Campbell sagt, es gibt dort einen Luftfahrt-Goldrausch.	I bet Draper's landing a big one. - I haven't heard anything. - Or he's breaking off, opening his own shop in L.A.	 
An airhead, a clothes horse, an occasional bitch, but I am not a quitter.	Ich bin vieles. Ich bin ein Dummkopf, eine Modetussi, gelegentlich eine Schlampe, aber ich bin kein Versager.	Oh! I think I have the hots for a nerd. - - He was cheating on me. - - Why would you think that?	 
The Emperor murdered the only man I ever loved, Lin's father.	Der einzige Mann, den ich je liebte, wurde vom Kaiser getötet. Lins Vater.	I would have died, too, by his hand, if the yeti had not found me and brought me to this pool. - Hang on a second. - How did this all happen?	 
An anonymous caller.  [pr] said it's an affair of state linked to the hostages.	Es sei eine Staatsaffäre, die mit den Geiseln zusammenhänge.	He has information to sell. - Know anything? - It's always the same nonsense before an election.	 
An additional codicil, delivered into my possession by post only this morning, and, by all indications, sent by Madame D during the last hours of [pr] life, contains an amendment to the original certificate, which, as prescribed by law, I will read to you now.	Ein zusätzliches Kodizill, das mir erst heute Morgen per Post zuging, und offenbar von Madame D in ihren letzten Stunden abgesandt wurde, enthält einen Zusatz zur ursprünglichen Urkunde, welchen ich, wie vorgeschrieben, nun verlese.	The authenticity of this document has not yet been confirmed by the presiding magistrate, so I ask that all parties be patient and refrain from comment until such time as our investigations can be completed. - "To my esteemed friend who comforted me in my later years and brought sunshine into the life of an old woman who thought that she would never be happy again." - "Monsieur Gustave H, I bequeath, bestow and devise, free of all taxation and with full and absolute fiduciary entitlement, the painting known as 'Boy with Apple...'"	 
An imitation of the Louis XIV, Louis XV, Louis XVI styles pushed to the extreme.	Er ist die Nachahmung der Stile Ludwigs XIV., XV. und XVI. und auf die Spitze getrieben.	And La Païva pushed them even further, as she wanted things to be luxurious and ostentatious, so her wealth and fortune would be seen. - She really pushed the Napoleon III style to the extreme. - We carry on our visit in the most amusing room, which is the bathroom.	 
- Don't worry. An occupational therapist.	Ich bin Ergotherapeutin.	Oh. She looks after stroke victims and the elderly. - And... I grew up just down the road from you, in Croydon. - - I only went to college in Croydon.	 
So, my brother-in-law, Andy, he's supposed to be here for Stevie.	Naja, mein Schwager Andy, er sollte wegen Stevie hier sein.	He should be here. - What the fuck is that? - Oh, it's from my sister, Jill.	 
Are you married, Agent Riley?	Sind Sie verheiratet, Agent Riley?	Divorced. - Was she a good woman? - She wasn't the problem.	 
Shifu loved Tai Lung like [pr] had never love anyone before. Or since.	Shifu liebte Tai Lang... wie er niemanden zuvor geliebt hatte	To train the true Dragon Warrior. And he is stuck with you. A big fat Panda who treats it like a joke. - - Ohh... That's it! - Wait! - I accidentally tweaked his facial nerves.	 
Because [pr] met [pr] in Rio, not on the boat.	Weil er Sie in Rio kennenlernte, nicht auf dem Boot.	So it was the maid on the boat? And those were her clothes they tried on Eva. - That's why they didn't fit. - She stole Eva's jewels, took off, posing as Eva on the boat.	 
An irresistible force drives people to give [pr] money.	Irgendetwas treibt alle Passanten dazu, ihm Geld zu geben.	At this time of year, Montmartre is packed. - His success makes other beggars envious. - Look at that!	 
An old Russian proverb I made up this morning.	Altes russisches Sprichwort, das ich mir heute Morgen ausdachte.	Tell him I'll meet him tomorrow morning at 9:00 in the forest of Aberwald with the money. - Right. - Who's Krasnevin?	 
An eye for an eye.	Auge um Auge.	We ain't done, my brother. - He don't have the files. - Not in his apartment.	 
An evil, insane monster posing as emperor.	Ein wahnsinniges Monster, das sich für einen Kaiser hält!	Stop it! - As for me, I have found another king. - I want to go with my husband into his kingdom.	 
Come on, it's me, Barley Blair. I do jokes, I do bird noises, I drink.	Ich bin's doch nur, Barley Blair. ich mache Witze, Vogelgeräusche, ich trinke.	I'm a friend. - - Who is he? - I don't know what I may tell you. - What did he tell you to tell me?	 
An AI doesn't need a gender.	Eine KI braucht kein Geschlecht.	She could have been a gray box. - Actually, I don't think that's true. - Can you give an example of consciousness, at any level, human or animal, that exists without a sexual dimension?	 
