src_ctx	src	trg
He established himself early as a prolific dancer, specialised in breakdance and in Street dance. Together with his longtime companion Aleksander Maksic he traveled to New York at the age of 16.	At the age of 15 [pr] moved to Stockholm.	Im Alter von 15 Jahren zog er nach Stockholm.
She also competed in the long jump at the latter event, placing sixth. Yulimar Andrea Rojas Rodríguez (also known as Yolimar Rojas; born 21 October 1995) is a Venezuelan athlete.	Improving in [pr] new event, [pr] had a best of 6.23 m (20 ft 5 1⁄4 in) in long jump that year.	In ihrer neuen Disziplin verbesserte sie sich und erreichte im Weitsprung in dem Jahr eine Bestweite von 6,23 m (20 Fuß 5 1⁄4 Zoll).
Since 2010, she is Department Chair and Philosophy Professor at the TU Braunschweig, Braunschweig/Brunswick Institute of Technology (Germany). From 1989 to 1994, she studied biology at the Universities of Erlangen and Tübingen.	Nicole Christine Karafyllis was born in Germany as the child of a German mother and a Greek father.	Nicole Christine Karafyllis wurde in Deutschland als Kind einer deutschen Mutter und eines griechischen Vaters geboren.
He competed for Team China at the 2008 Summer Olympics in Beijing, the 2012 Summer Olympics in London, and the 2016 Summer Olympics in Rio. At the 2006 National Championships, he won the silver medal on the springboard.	At the 2001 World Junior Championships, [pr] won the gold on the 3m Springboard and the silver medal on the Platform.	Bei den Juniorenweltmeisterschaften 2001 gewann er vom 3-m-Brett die Goldmedaille und vom Turm die Silbermedaille.
Her 2013 book entitled "Cleaning as Passion" (German orig. Putzen als Passion) became a biology bestseller in Germany. Since 2010, she is Department Chair and Philosophy Professor at the TU Braunschweig, Braunschweig/Brunswick Institute of Technology (Germany).	Nicole C. Karafyllis (born 22 April 1970 in Lüdinghausen, West Germany), is a German philosopher and biologist.	Nicole C. Karafyllis (geboren am 22. April 1970 in Lüdinghausen, Bundesrepublik Deutschland) ist eine deutsche Philosophin und Biologin.
Johannes made her international debut at the 2005 IAAF World Cross Country Championships, where she finished 80th in the women's long race. She also ran in the Dublin Marathon that year, coming in fourth place.	[pr] came fifth in the half marathon of the 2007 Summer Universiade and completed the same feat at the 2007 All-Africa Games.	Sie wurde Fünfte beim Halbmarathon der Sommer-Universiade 2007 und erreichte denselben Erfolg bei den Panafrikanischen Spielen 2007.
Botín worked at JP Morgan in the US from 1980 to 1988. During that time, she was involved in the bank’s 1997 acquisition of a 51 percent stake in Banco Osorno y La Union, the largest bank in Chile, for $495 million.	In 1988, [pr] returned to Spain and began working for the Santander Group.	1988 kehrte sie nach Spanien zurück und begann, für die Santander Group zu arbeiten.
Prior to 2010, Ricciardi served on active duty with the United States Army for a period of more than 30 years. Ricciardi served in United States Army from 1980-2010 and retired at the rank of Colonel in 2010.	In 2007, Ricciardi was inducted as a Fellow of the American Association of Nurse Practitioners, and in 2013 [pr] was inducted as a Fellow of the American Academy of Nursing.	2007 wurde Ricciardi als Fellow in die American Association of Nurse Practitioners aufgenommen und 2013 wurde er als Fellow in die American Academy of Nursing aufgenommen.
He reached the peak of his career over the next two years, winning a hurdles bronze medal at the 1991 World Championships and anchoring the British team to a narrow victory over the American team in 2:57.53 minutes – a British record for the 4 × 400 m relay. Since retiring from athletics, he has worked as a television presenter and motivational speaker.	[pr] followed this with a British 400 m hurdles record of 47.82 seconds to take the bronze medal at the 1992 Barcelona Olympics, where [pr] also won bronze with the 4×400 m relay team.	Diesem ließ er mit 47,82 Sekunden einen britischen Rekord über die 400 Meter Hürden folgen, mit dem er die Bronzemedaille bei den Olympischen Spielen in Barcelona 1992 holte, wo er mit der 4x400-m-Staffel ebenfalls Bronze gewann.
A fatwa was issued against her and her friend and fellow human right activist Aminetou Mint El-Moctar in 2014 after they called for the death sentence of the blogger and political prisoner Mohamed Mkhaïtir to be quashed. Mekfoula Mint Brahim is a feminist and Women Human Rights Defender in Mauritania, fighting discrimination and speaking against religious extremism.	[pr] has also been accused of apostasy which is punishable by death.	Sie wurde außerdem der Apostasie beschuldigt, worauf die Todesstrafe steht.
He served as Minister of Health from 2014 to 2019. Before entering politics he worked as a surgeon for the Tongan Ministry of Health.	Piukala was trained as a surgeon at the Fiji School of Medicine in Suva, Fiji.	Piukala wurde an der Fiji School of Medicine in Suva, Fidschi, zum Chirurgen ausgebildet.
Raymonde Peschard (15 September 1927 – 26 November 1957) was an Algerian social worker and freedom fighter during the Algerian War of Independence. While a member of the ALN, she adopted the codename "الطاووس," meaning peacock in Arabic.	[pr] was first a member of the Algerian Communist Party but joined the National Liberation Army after being falsely accused of planning the Milk Bar Café bombing with Zohra Drif.	Sie war zuerst Mitglied der Algerischen Kommunistischen Partei, aber schloss sich der Nationalen Befreiungsarmee an, nachdem sie fälschlicherweise beschuldigt wurde, zusammen mit Zohra Drif das Bombenattentat auf das Milk Bar Café geplant zu haben.
He has carried out pioneering work in the medical field with a particular interest in diabetes. In 1991, he launched the University Diabetes Outreach Project (UDOP) with the help of a Wolfson Foundation grant.	In 1982, [pr] pioneered the formation of the Diabetes Association of the Caribbean, which now has 26 member countries, and was its President from 1985 to 1987 and its Vice President from 1989 to 1991.	1982 leistete er die Pionierarbeit zur Gründung der Diabetes Association of the Caribbean, die heute 26 Mitgliedsländer hat, und war dort von 1985 bis 1987 Präsident sowie von 1989 bis 1991 Vizepräsident.
He is one of the founding members of the Computer Science Department at the University of Cape Coast in Ghana, and continues to hold a professorship there. In 2000, he became director of ICANN for the African region.	[pr] is also a member of the Council of the University of Ghana.	Außerdem ist er Mitglied des Council of the University of Ghana.
She was also known as the "Mother of probation". She was honoured as a recipient of the Order of the British Empire in 1978 and in 2011 was designated as a National Hero of the Cayman Islands.	[pr] lobbied the government to make changes to the way juvenile cases were processed in the court system, helped establish a probation office as well as a juvenile court system, and became the first probation and welfare officer in the country.	Sie setzte sich bei der Regierung für Veränderungen in der Handhabung von gerichtlichen Jugendstrafsachen ein, engagierte sich für den Aufbau eines Bewährungsbüros und Jugendstrafgerichts und war auch die erste Bewährungs- und Wohlfahrtshelferin des Landes.
In 2007, the President of the RCS called Gashe "the forerunner of the non-medically qualified practitioner." She had decided to become an obstetrics surgeon after almost dying during childbirth at the age of 16 in 1962.	Mamitu Gashe is an Ethiopian surgeon who is a specialist in repairing obstetric fistula, and was named by the BBC in its 100 Women list of 2018.	Mamitu Gashe ist eine äthiopische Chirurgin, die Spezialistin für die Reparatur von Geburtsfisteln ist und 2018 von der BBC in ihrer Liste 100 Women aufgeführt wurde.
She has more than 100 publications and scientific papers, 10 personal methodologies of operation on the face and is a co-author of two guides on plastic surgery. Ulai Trudy Otobed (born 31 December 1941) is a Palauan physician.	[pr] holds three patents on the "Method of treatment of unilateral facial paralysis"	Sie hält drei Patente zur „Methode der Behandlung von unilateraler Gesichtslähmung“
Courtney Harvey Lyder (born June 8, 1966)  is a Trinidadian-American nurse and educator who is recognized internationally for his work in the field of gerontology. Courtney Lyder was born in Trinidad and Tobago before immigrating to the United States.	Lyder served as dean of the UCLA School of Nursing from 2008 till 2015.	Lyder war von 2008 bis 2015 als Dekan der UCLA School of Nursing tätig.
Juan Silvano Godoi (November 12, 1850 – January 1926) was a librarian and intellectual at the time of the Paraguayan national reconstruction. He was the son of the Colonel Juan Vicente Godoy and Petrona Echagüe.	[pr] was born in Asuncion on November 12, 1850.	Er wurde am 12. November 1850 in Asuncion geboren.
Konishi was born on 17 February 1933 in Kyoto, Japan, the only child of poor "Nishijin" weavers. In his spare time, he enjoyed playing with animals, including insects, fish, birds, rabbits, and dogs.	As a child during the Second World War, [pr] grew edible plants in [pr] family's backyard and rooftop, and raised rabbits for food.	Als Kind baute er während des Zweiten Weltkriegs im Garten und auf dem Dach seiner Familie als Nahrungsmittel essbare Pflanzen an und zog Kaninchen auf.
