src	trg	src_ctx	gender
Well, there's no harm in checking it out.	- Il n'y a pas de mal à se renseigner.	How cool was that? - Well, she said there was treatment, though, right? - Yeah, "somewhat invasive". - That's code, Danny, for - "This ain't gonna be pretty".	 
It was great.	Elle était délicieuse.	Get out of the car. - I didn't get any. - Kelly, get back in the car. - Bud, did you get ice cream? - Yeah, Kel.	 
Maybe she read it to her dad and he thought it was great.	Peut-être qu'elle a lu à son père et qu'il a trouvé ça bien.	Schatzhauser... lives. - He took off..." - Lara, that was your homework. - Didn't you practice reading? - Didn't you have time?	 
He said you guys used to watch it together, so...	Il a dit que vous la regardiez ensemble alors ..	Look at this. - How'd you know? - This was before you were born. - You know, the gift isn't from me. - It's from dad.	 
How long will it take?	- Ça va prendre longtemps ?	We have several thousand persons of interest on our files, Arkady, but I thank you for the alert. - You know I might like to access your files on this one. - Perhaps... - if you find yourself of a mind. - The oil deal, between our two countries. You might wish to... butter the wheels a little.	 
I can't just magically hand it over.	Je ne peux pas te l'accorder comme ça.	Look, there are things that you don't know, ok? - Things that I want to tell you, but I can't. - And I may never be able to. - And I just need you to trust me. - Trust is earned.	 
Why do you wanna waste it like that? Shut Up...	Pourquoi tu gaspilles comme ça ?	That's a stupid question. - Hurry up Casanova it's Jack's turn... Jack's next... - OK Jack... Go ahead... - Come on .. - We only have three cans of film left, we can't use this...	 
No, but we can work it out. It's no problem.	- Non, mais pour ça, on s'arrangera.	That sum will only cover the renovation costs? No. - It also covers equipment, kitchen, decor, tables, chairs. - All that. - How about operating costs? How will you cover that? - Have you thought about start-up funds?	 
It was great.	Super.	When you're hot... you're hot. - - It's okay to laugh. - - No, it isn't. - - It isn't hip. - It turns me on, darling. - So how was your day?	 
Owen used to visit it when he was a boy.	Owen y allait quand il était enfant.	This is control, DCI Luther. - What is your status, over? - I'm en route to the Kings Hill Estate, over. - Please clarify, over. - There's a flat there that belonged to one of Terry Lynch's old pals.	 
He can spot it a mile away.	Il peut la repérer à un kilomètre à la ronde.	Joe, this man is evil in the most unimaginable ways. - Because he looks so benign. - Because he looks so friendly, so nice. - And not only that. - He has a kind of radar for innocence.	 
Yes, but that was to make it possible for you to steal it.	Oui, mais c'était pour que vous puissiez la voler.	Put your hands there. - Ms. Vabar, what are you doing here? - I came for that. - And how much are you willing to pay for it, Ms. Vabar? - You've already been paid.	 
I had to hide it from the kids.	J'ai dû cacher les enfants d'elle.	She would come home stinking! - You know, I helped her to be sick. I would help her. - I fucking- - - I undressed her. - I put her in bed, and I would call the school the next day making up excuses.	 
I want to take it easy.	Je veux rester tranquille.	- I didn't sign. - And, just between us, that's not the issue. - - You don't want to play Berlusconi? - - I've never backed down from anything. - Allende, Vietnam, the struggles for actors with Gian Maria...	 
But we need to find her before it gets dark.	Il faut la trouver avant la nuit.	That's why I tried to warn her. - I have to find her. - I have to find Ellie. - Well, I mean, chances are she's probably still in the area. - It's too risky to move her during daylight.	 
Is it important?	C'est important?	There's something I want you to check. - Can't Doc Perkins do it? - I don't want to destroy his confidence. - Yeah, but State Homicide operates on a budget. - This stuff costs money.	 
We planned it around my doctor visit.	Nous pensions le faire durant ma visite médicale.	I couldn't live like that... Shut away, afraid even to speak. - That's not a life. - - Tell me what happened the other day. - - Oh, my god. - Oh, my god.	 
Most likely they'll have to put it down.	Ils l'abattront probablement.	We're not leaving without it. - Without what? - A couple of students said they saw it running across the field and back into the woods. - Thank God, nobody got hurt. - What happens if she does hurt someone?	 
But you said it was great. It was.it was.	Mais c'était génial.	When I went back to visit molly... um, about a year and a half ago... we went to a party that some of her friends were having in this crazy loft thing. - And, um, I had a lot to drink... and I made out with somebody in the bathroom. - And it was great. - I-- I was so happy to come home after that. - I just knew what I was coming home to, you know? And I knew what I wanted.	 
We can't close it from here, either. There's something wrong with the mechanism.	Impossible de la fermer d'ici non plus.	- GREER: Shut up, Franklin. - I'm just saying what everyone's got to be thinking. - I said shut up, or else you're going to be the first. - Yeah, yeah, that's it. Can you close it? - It won't close.	 
We need to get it in before Monday.	Je remplis le formulaire pour ta bourse. Il faut le renvoyer avant lundi.	_ - You're not sleeping enough. - It helps. All the books say it helps. - Mm-hmm. - What are you doing? Filling out your financial-aid form.	 
Yeah, well, look at it this way. You still got your hair.	- Au moins, tu as encore tes cheveux.	Tell Charlie that the toilet's fixed. - the power's on for now. - Come on, let me help you back to bed. - How you holding up? Everything all right? - Gettin' old ain't for sissies, you know.	 
We'll take it from here.	A partir de maintenant, on s'en occupe.	Just find it and take it back to the jerk at the Roosevelt Hotel. - Where is the Archanan? - You are too late. - He is going to give the humans the Arc Net. - Let's agree to disagree.	 
Shut it down!	Ron ! Ferme-le !	- Oh. Pencil! - Pencil. - Pad! - Pad. - Ooh, bent spindle. Ron!	 
I can print it out and bring it in if you'd like.	Je peux l'imprimer et te l'amener, si tu veux.	I told my dad that I was coming here to change my passive-aggressive behavior and he said, "While you're there, can you work on not being gay?" - Okay. - Did you handle that in a healthy way or with a passive-aggressive act? - I sent everyone in my family a Fourth of July card with a picture of me dressed as the Statue of Liberty with a sparkler sticking out of my ass. - Patrick, that's not a passive-aggressive act, it's the whole play.	 
Are you certain you want to use it now?	Vous êtes certain de vouloir l'utiliser maintenant ?	Direct hit. - Shall we commence our Goose hunt? - not yet. - Send one more their way. - There's only one panzerfaust left.	 
Try it and see what happens.	Essayez-le et voyez ce qui se passe.	Oh, I don't want to go down that road. - I remember on The Mary Tyler Moore Show, - Mary had insomnia and then she got addicted to sleeping pills. - Well, science has made great strides since the fictional 1970s. - Look, if you want, I'll have my partner write a prescription for you.	 
I can't get it out of my head.	Je n'arrive pas à me le sortir de la tête.	Leave her alone. - You know that's my friend. - Mm-hmm, your friend that has everything to say about everything. - Yas doing all right after that thing the other night? - Yas has forgotten about it, of course.	 
I couldn't have done it without you.	Je n'y serais pas arrivé sans vous.	Whenever he played Radio City, who do you think was in the front row? - I'm gonna play my records all day long, to inspire you. - He's my all-time favourite. - Would you have dinner with me tonight? - To celebrate Misery's Return.	 
We made love for the first time last night, And it was great.	On a fait l'amour pour la 1re fois hier, c'était super.	- Around 7? - What are you doing here? - Why aren't you with grace? - She doesn't want me there and i didn't feel like being home alone. - What am i gonna do?	 
-He says, "We'll take it from here."	- Il nous a dit : "On s'en occupe."	Maybe. - We never got the chance to go further. - Why not? - We went to your Deputy for Operations and told him what we had. - -You took it to Burrell?	 
It was great.	C'était très bien.	Nili, what happened in high school? - I don't know... I don't know... - I want my baby, give me my baby! - No, it's not right. I can't run. - Why not?	 
And let's keep it that way.	Et continuons sur cette voie.	Arroyo feels guilty. - And as much as I hate to admit it... he made this case-- he's a good detective. - He's a damn good detective. - You must've made a hell of a team before things went sour between you two. - Like us.	 
