src	trg	src_ctx	gender
I couldn't get it out of Bobby.	No podía sacarlo de Bobby.	I thought so. - Now I'm not so sure. - Well, I can't say that we miss you. - Thank you, Peggy. - What happened?	masculine
Push it gently my way.	Empújalo suavemente hacia mi.	-Wow, that's big enough for a horse. - Gonna hurt really bad. - I'd rather not. - You could break your nails. - Don't fool with me.	masculine
And I'm gonna dedicate it to my two friends.	Y voy a dedicarlo a mis dos amigos.	I'm so sorry! - Okay, thanks, partner, that was great! - All right, uh, I'm gonna sing a little song to pay for some drinks. - Woo! - Yeah, that's right, pal!	masculine
Run it by Dr. Fields.	Manejarlo con el Dr. Fields.	First time out of the house would be to go to the baby's grave? - Maybe she needs that. - To go there, to grieve. - Maybe she needs to bring all that grief to the surface, you know? - Let it all out.	masculine
Shall I save it for Christmas?	Voy a guardarlo para la Navidad?	You are a valued customer and a friend. - I was feeling bad about all the times I kicked you out of here. - - For me? - Gosh, I never expected anything like this. - No one's ever given me anything voluntarily.	masculine
Go ahead and try it again.	Sigue y pruébalo de nuevo.	The whole town couldn't. - Hey, Billy, Watch this. - Magic foot in the magic square. - Do you think this is funny'? - Do you think this is a game?	masculine
I don't mean to take it out on you.	No quiero pagarlo contigo.	Stephanie seymour dress She wears in the guns n' roses video. - Skanky. - I can do that. - Who peed in your cheerios? - I just had a thing with victoria.	masculine
- Maybe we should think about it more.	- Quizás debamos pensarlo un poco más.	You want to? - I don't know. - We never really lived with anyone before. - We lived with Dad. - Can I put our TV in my room then?	masculine
Why did you keep it a secret?	¿Podrías mantenerlo en secreto?	"Roses are red, violets are blue, - I've got ass cancer, now you know too." - Don't you feel guilty for leaving me all those nasty messages for missing work? - Yeah, but I'm... - You should have come to me sooner.	masculine
Then you put it together the nextorning.	Entonces ponlo junto al día siguiente.	Instead, I just pissed her off. - she's going to cut you out of her life. - She wouldn't do that. - Then, you know, your baby grows up and you don't know her. - And then one night, you randomly hook up th her in Vegas.	masculine
It was different than seeing it on television.	Fue diferente de verlo en televisión.	You can't risk being followed. - I need to go now. - I Love Lucy is on tonight. - Hi. - You're right on time.	masculine
We just really want to make it fun.	Realmente queremos hacerlo divertido.	I have preliminary findings for you... - On my way down. - Can you stick around? - Until we find her, I'm all yours. - We don't expect everyone to wear the tuxes.	masculine
I gotta say you're handling it better than I would've.	Pareces llevarlo mejor yo lo llevaría.	The guys with the sneakers? - Oh, yeah. - I thought that was a couple of years ago. - He missed the big event, so he decided to follow on his own. - Wow! Sorry.	masculine
You can't hold it in.	Usted no puede mantenerlo en.	All right, okay. - Boom! - Okay, all right, wait I'll tell you what I'd do. - I would just hold it in. - You can't.	masculine
Shut up and make it look sexy.	Cállate y hazlo parecer sexy.	So, who's the guy we're supposed to make jealous? - The emo one next to the slut. - Nice hair. - What a dork. - Come on, he's not that bad.	masculine
So, let me put it this way.	Así que voy a decirlo así.	Do you have to buy the petrol with those ration coupons? - No, shut up. - You can't have one, there's a war on. LAUGHTER - They'll have to melt it down to make Spitfires. - I've got news about Toyota and Subaru because they've collaborated on a new car.	masculine
If you want to let it out, you give me a shout.	Si quieren sacarlo, me gritan.	So whether you're in your car, at work, at home, or pissed off at the pump, pump up the volume and give me a shout! - The woman said, "Listen, "if you think I'm gonna gargle with that shit after she's through washing her ass, - "you out of your mind." - Congratulations. - I mentioned Oliver North...	masculine
I don't wanna mess it up, you know?	No quiero arruinarlo, ¿entiendes?	No, I don't want to put it off. - God, I'm just... I spent last year being so unbelievably miserable. - And now I'm actually happy. - You know, I mean, really happy. - I just don't wanna...	masculine
Saying it more quietly doesn't help.	Decirlo más calladamente no ayuda.	Okay. - At this point, Marty, I'm not even sure who I am anymore, so if, um... - Yeah, right. - There's a lot of people. - Okay, but if we could just get this one little thing cleared up.	masculine
Why not just go for it now?	¿Por qué no intentarlo ahora?	What are you doing? - This doesn't make any sense, Patti. - Come on. - We're-We're... both single. - We both want this.	masculine
It should say there, in the file.	Debería decirlo allí, en el archivo.	Have you lost your fucking mind? - - She's just a kid. - Jesus Christ. - The fuck, Emerson? - No loose ends. - How long have you been out in the field?	masculine
Might help them wrap it up faster.	Puede ayudar a solucionarlo más pronto.	Why not? [ Scoffs ] - Because you don't badmouth one kid to the other, Mike. - You just don't. - I don't know. - If you're just playing everybody's side, what good are you?	masculine
It would be wrong not to take it.	Y estaria mal desaprovercharlo.	- Yeah, with you and your dad. - - Details. - Peyton, look at us. - Look at this day. - We are practically a beer commercial.	masculine
It doesn't taste better coming back up.	No sabe mejor al vomitarlo.	What's changed? - Elizabeth has. - She stopped giving Emily the LEX-2. - We need to start her on amoxicillin. - You lied.	masculine
Conceal it while you can.	Aprovéchalo mientras puedas.	But how can you breathe with these necks? - Take this out, I don't like these. - What do you see? - I don't know, just me. - That's what's unique to us, my dear.	masculine
I've been combing it all day.	He estado cepillándolo todo el día.	Actually, I came to give you this. - Blue. - Thanks, honey. - And your hair looks really nice. - Mm, thanks.	masculine
Why do you want it turn off?	¿Por qué quieren apagarlo?	Would you like to walk upright like all? - That no one can do, - -Izazivam You to trust me, - We have written specific code had to repeat three times in succession, a specific modulation light with two frequencies, - Let's see ,	masculine
- Cool, let's plug it in.	- Bien, dejame conectarlo, justo ahí.	The guy from... - Did you go swimming? - That was it, I think. - We took more pictures, like one of me and Medina - but Casper took them with his camera. - I have his phone.	masculine
Turkish justice has done it again.	La justicia turca ha vuelto a hacerlo.	- Who was in it? - - Three guys. - - What was wrong with them? - - I don't know. - - I think they were dead.	masculine
Yeah, I'm aware of that. Any way of putting it down?	Sí, lo sé. ¿Hay forma de apagarlo?	Somebody torched Benish's place. - God! - Hey, Chief. - - Hey, I got a warrant to search upstairs. - - Pretty hot in there right now.	masculine
I want to make sure I have it right.	Quiero asegurarme de decirlo bien.	Yes? - - The comparative... - - Are you checking your notes? - - Yes. - Tell me in your own words.	masculine
Try to make it five.	Intenten hacerlo en cinco.	Chloe,have our teams been able to locate cheng or the sub-circuit board? - No,nothing yet. - What's the status on our satellite? - We managed to reroute circuits through an undamaged subsystem. - We should have the gd back up in ten minutes.	masculine
All right, keep it tight.	Muy bien, mantenerlo apretado.	12-David requesting a 10-85, forthwith. - Numerous additional units for crowd control, corner of 34 and Lex. - Gotta do something about this street! - You set? - Yeah.	masculine
I was thinking of calling it a "hug."	Estaba pensando llamarlo "abrazo".	I have too much to say to you. - I need to fix everything, and I don't have time. - I can fix it. - This works good. - What do you call it?	masculine
Shall we discuss it later?	¿Podemos discutirlo después?	Oh! - So, you just want to talk that? - - Yeah. - But, I'm sorry. - Our clients from the Asian zone have come And, a very Important meeting ls In progress.	masculine
Uh, Ethan and I are gonna give it another shot.	Ethan y yo vamos a intentarlo otra vez.	Hey! - Hey! - I just wanted to thank you so much for having me. - Oh, did you have fun? - Yeah, actually.	masculine
We just happened to call it Twin Galaxies.	Nos dio por llamarlo Twin Galaxies.	Because we actually love this. - Because we enjoy this. - We're fascinated by this. - There's just something in our genes that my group, Twin Galaxies, raising the banner high to do this and move--move organized video game playing into the future. - Walter opened the door to truly-- l was gonna say international, but at the very least, national competitive gaming.	masculine
Just get it ready before the meeting!	¡Escucha, acláralo antes de la reunión!	What is this? - -Where is the oven? - -He says everything was destroyed - -I just want to see that oven - I don't care.	masculine
I have to dig it up in archives.	- Tengo que ubicarlo en los archivos.	I don't know any more. - We were asked to send the DNA records, so that they could get a positive ID on the remains... which I guess they did. - I want that file. - All right, Jack. - Now!	masculine
