src	trg	src_ctx	gender
Oh, it was great.	- Oh, es war toll.	I mean, I've cleared over $1,000 so far. - - What? - - So is everything okay? - Um, no, it's not, but I'm glad you're there. - How did it go with Leroy?	 
I was hoping you could trace it for me.	Ich hatte gehofft, du könntest sie für mich zurückverfolgen.	Y-you can be damned and a conscientious worker. - Oh. - Well, last year, my son... - Crowley, was taken by the Winchesters. - I need to know where they were holding him, and I'm told he made a call.	 
We can call it operation...	Wir können es Operation...	I'm looking at it. - I'll swing by to get you. - We can check this out. - Hey, kid. - You want to come along on this one?	 
Let's go and show it to my chatlian, he'll check it.	Gehen wir und zeigen wir es meinem Tschatlanen, er prüft es.	A half. - A half. - - May I have a look? - - Look. - Well, I'm not an expert on those gravitsappas.	 
I used to fall asleep staring at it every night.	Ich habe früher so lange darauf gestarrt bis ich eingeschlafen bin.	Come on, don't be like that. - A hotel would be more comfortable. - But it would be a waste of valuable campaign funds. - Oh, campaign funds. - You see that crack up in the ceiling?	 
You would like to hear it again, wouldn't you?	Du willst es nochmal hören, wie?	Hold that. - Glad you liked that music. - Gimme. - I forgot to pack some salt. - Now I have to swap two pair of socks for it.	 
Come, I'll show you how it works.	Komm, ich zeig dir, wie's funktioniert.	Oh he's coming. - The master's here, open the door. - Happy anniversary! - It's a surprise. - I would have never expected...	 
- It was great.	Schmeckt klasse.	- Two whiskey shots. - Not the worst. - Fem dollars. - He fem - Bowl.	 
We can feel it even during the day.	- Wir können ihn selbst am Tag spüren.	- Sorry. - - Hey, guys... - Remember, we're here to save a life. - Not kill each other. - It's the full moon.	 
I tried to buy it once.	Ich wollte es mal kaufen.	How do you do, old sport? - I'm Gatsby. - Nick Carraway. - It's a pleasure. - You live in the cottage across the lawn.	 
- It was great. Just great.	- Der war einfach toll.	- Have a little more wine, dummy. - I've never had so much to drink in my life. I don't even feel it. - You know, these people are crazy about entertainers. - They really like performers, really they do. - I was just thinking, remember the routine you made up at Yvette's birthday party?	 
What do you mean I can't bring it back?	Wieso darf ich es nicht zurückbringen?	Get her out of here! - Hey! - Watch out. - And I'm not gonna stand for it. - I wanna return the bike. You can take it back.	 
But I'll say it anyway.	Ich sag es trotzdem.	Go on up. I'll just be a moment. - Look... - What do you think? - Come with me. - Giulia, I know you can't understand what I'm saying.	 
You can't let it go, can you?	Du kannst nicht loslassen, stimmt's?	You should call them and thank them, because they saved yours too. - You might wanna let the lieutenant hold that for you. - Are you afraid I'll use it? - I would. - I understand now, Monk.	 
They didn't rehabilitate her very successfully, it seems.	Scheint so, als rehabilitierten Sie sie wohl ohne Erfolg.	I see you had another suicide up there at happy house. - Oh, didn't I tell you? - No, you didn't. - It was that girl I told you about, the drug-addict who was rehabilitated by this old couple, the Castavets. - I'm sure I told you that.	 
Good. Wanna try it again?	Versuchen wir's noch mal.	Take that fucking blade off him! Dushore or I cut his fucking throat. - Take that fucking blade off him! - No! - What are you doing? - Help me.	 
You can find it without hurting anyone.	Sie können das finden, ohne jemanden zu verletzten.	Cos I'm the only one who can help? - Oh, I'd love that to be true. But your eyes. - They're saying something else. - Listen to me. - Whatever you want, if it's life, or form, or consciousness, or voice, you don't have to steal it.	 
- Yes, it was very nice. It was great. She'll visit us tomorrow for the first time.	Morgen kommt sie erstmals zu uns.	You can't compare that! That was a different situation. - Yes, I know. - But the laws were wrong. Just like today. - How was your trip with Sonja? - A great success, right?	 
- Could you bring it up?	- Könnten Sie es hochbringen? - In Ordnung.	- Three. - I won't go then. - Ok, nine days. - Tell that old cow to bring up my package as soon as it arrives. - - Hello, Mrs. Michel. My sister Colombe is expecting a very important delivery. - Very well.	 
Well, try it again.	Versuchen Sie es noch mal.	Arthur! - Get the car. - Arthur. - I'm sorry, sir. - There's no answer in miss Sullivan's apartment.	 
- Well, what's it about?	- Wovon handelt es denn?	- I can hardly believe it. - - Me too. - The publisher wants to know if I have any others. - - You wrote a book and then you sold it? - - Yeah.	 
I don't wanna have to say it again.	Ich will das nicht wiederholen.	That would be the Chisum ranch. - Chisum is a fine man. - Country's gotta make a choice. - Time's over for drifters and outlaws and those who got no backbone. - I'm gonna tell you this once.	 
I've got to spend it wisely.	Ich muss Sie mit Bedacht verbringen.	Why aren't you in your lab coat? - I, uh, just... came by to say that I'm going. - Going where? - I don't know yet. - All I know is that I may not have a lot of time left, and...	 
- So you have to have it done by then.	- Also musst du bis dahin fertig sein.	That's funny. - Remember when we used to study Spanish? - I talked to the Dean, he said you can write the school song. - - Well, that's more like it. - - The statue dedication is this Friday.	 
I don't want to give it back, Navid.	Ich will es dir nicht wiedergeben, Navid.	Not I. My bad. - Navid yells, I... I panic. - Give it back, Ade. - Can you give it back? - Give me back my bracelet.	 
Can you keep it safe for me?	Kannst du es für mich verwahren?	Are you sure you wouldn't rather bring this with you? - What, and risk losing it? - God, no. - No, it's been in my family for far too long. - No, I shall just have to suffer through a few more rough shaves till I see you again.	 
We broke ground to build it in '92.	Wir haben sie erst 1992 gebaut.	The first pipeline-- the one Anneca built in 1988, four years before the current one. - Is that what he told you? - The man is delusional. - Probably. - There was only one pipeline.	 
Can you sing it again, please?	Kannst du das nochmal singen?	Hear it whispering your names? - Rainbows at midnight - Sparkling night skies - Don't go away - Stay another day	 
I.T., have you tried turning it off and on again?	Haben Sie schon versucht, ihn aus- und einzuschalten?	So does this mean we're not going to the "thank you" party? - Of course we're not going to the "thank you" party! - Why would we go? - We weren't thanked! - Hello?	 
I was going to throw it over the side.	Ich wollte es über Bord werfen.	Brounck? - Pack some food for Heinz. - I'll take it up to him tomorrow. - What have you there? - Some of the meat is rotten.	 
- Say it anyway.	- Sag es trotzdem.	We have to connect. - We just have to. - I feel... very... - Say it. - - I don't know what.	 
Hot then, with something to make it sweet.	Heiß und etwas Süßes dazu.	Can I help? - She's going to fetch me some chocolate, but now I wonder whether I wouldn't prefer milk. - Would that be hot milk or cold? - You decide. - I couldn't say, milady.	 
I want to live it for myself.	Ich will es selbst bestimmen.	I think Mom understands, but she doesn't have the courage to speak out - Do you talk to them ? - - Mom calls me on the sly sometimes. - But I haven't heard Dad's voice in four years. - I've got only one life Nick.	 
Just put it down.	Legen Sie sie einfach hin.	Yeah, we know. - But you did kill Sally. - Don't let Sean down again. - Come on, make him proud of you. - Just put the gun down.	 
Now make it fast, bitch!	Und jetzt beeil dich, schlampe!	Now you come here. - Right here. - Kneel down. - Give me a kiss and say, "Thank you, Baby, I'm having a great time." - Thanks, Baby, I had a really good time.	 
Don't take it personally.	Nehmen Sie's nicht persönlich.	- Hey. How are you? - My father was an avid fight fan. - I adored my father, so I love a good fight. - I heard about your so-called "dance". - Accidentally, I might add.	 
It was great.	- Das war toll!	Crash, counter our spinner? Fuel drive's spun up and ready. Jump in five, four, three, two, one. - Whoa, baby! - Frack me! - Gaeta, the fracking idiot. - You can't plan a jump that close to a planet. What if we jumped into it?	 
I did what I had to do to keep this town from going broke, to keep it safe.	Ich tat, was ich tun musste, um diese Stadt vor dem Untergang zu bewahren, um sie zu schützen.	Oh, I know that, but some people might find it hard to swallow that we just happened to be stockpiling fuel right before a disaster. - So, should we tell them the truth? That's your business. - I have no idea what the hell you wanted with all that crap. - Please. - You were more than happy to turn a blind eye, but... you're not dumb.	 
Try to take it easy.	Ganz ruhig! Versuch dich zu beruhigen!	What should I do now? - - I'm worried about my dad. - - We'll find him. - Here... - Take it easy now, take it easy.	 
